"iid","sv","sd","vtyp","sno","sna","sip","tot","sbi","bemp","sna_sbi_bemp","sarea","mday_num","mday_time","lat","lng","ar","sareaen","snaen","aren","nbcnt","act"
"731","1","20150401095902","1","1105","捷運板橋站(3號出口)","","68","12","56","捷運板橋站(3號出口)
有車12
有空位56","板橋區","20150720182526","42205.452777778","25.014797","121.462051","文化路一段117號對面人行道","Banqiao Dist.","MRT Banqiao Sta.(Exit.3)","No.117, Sec. 1, Wenhua Rd. (opposite)","0","1"
"733","1","20150401100153","1","1107","新北市政府","","40","11","28","新北市政府
有車11
有空位28","板橋區","20150720182526","42205.452777778","25.012374","121.464224","新府路1號對面人行道","Banqiao Dist.","New Taipei City Hall","No.1, Xinfu Rd. (opposite)","1","1"
"734","1","20150401100259","1","1108","捷運板橋站(1號出口)","","90","1","88","捷運板橋站(1號出口)
有車1
有空位88","板橋區","20150720182526","42205.452777778","25.013174","121.4619","縣民大道二段3號(秀泰影城門口)","Banqiao Dist.","MRT Banqiao Sta.(Exit.1)","No.3, Sec. 2, Xianmin Blvd.","0","1"
"736","1","20150408152744","1","1109","板橋地政事務所","","52","24","26","板橋地政事務所
有車24
有空位26","板橋區","20150720182526","42205.452777778","25.007983","121.463387","實踐路5號對面","Banqiao Dist.","Banqiao Land Office","No.5, Shijian Rd. (opposite)","0","1"
"750","1","20150421103203","1","1122","自強溪尾街口","","40","21","19","自強溪尾街口
有車21
有空位19","三重區","20150720182526","42205.452777778","25.078153","121.489894","自強路4段/溪尾街","Sanchong Dist.","Ziqiang & Xiwei Intersection","Sec. 4, Ziqiang Rd./Xiwei St.","0","1"
"760","1","20150507131218","1","1123","捷運三重國小站","","54","6","44","捷運三重國小站
有車6
有空位44","三重區","20150720182526","42205.452777778","25.070418","121.497126","仁愛街/三和路3段11巷","Sanchong Dist.","MRT Sanchong Elementary School Sta.","Ren’ai St./Ln. 11, Sec. 3, Sanhe Rd.","0","1"
"752","1","20150421103813","1","1124","五堵火車站","","50","5","43","五堵火車站
有車5
有空位43","汐止區","20150720182526","42205.452777778","25.077493","121.666869","鄉長路一段人行道側","Xizhi Dist.","Wudu Railway Station","Sec. 1, Xiangzhang Rd.","0","1"
"753","1","20150421104036","1","1125","捷運南勢角站1號出口","","70","30","38","捷運南勢角站1號出口
有車30
有空位38","中和區","20150720182526","42205.452777778","24.990804","121.506978","捷運路131號至141號對面","Zhonghe Dist.","MRT Nanshijiao Sta.(Exit 1)","No.131 to No.141, Jieyun Rd.","0","1"
"754","1","20150421104240","1","1126","柳堤公園","","42","21","17","柳堤公園
有車21
有空位17","蘆洲區","20150720182526","42205.452777778","25.087989","121.462192","長樂路125號對面公園通道","Luzhou Dist.","Liuti Park","No.125, Changle Rd. (opposite)","3","1"
"755","1","20150427123748","1","1127","新北市立圖書館總館","","36","15","21","新北市立圖書館總館
有車15
有空位21","板橋區","20150720182526","42205.452777778","25.001583","121.455524","貴興路119巷","Banqiao Dist.","New Taipei City Library","Ln. 119, Guixing Rd.","0","1"
"757","1","20150504144523","1","1129","明志國小","","46","16","29","明志國小
有車16
有空位29","泰山區","20150720182526","42205.452777778","25.045729","121.426269","明志路二段324號對面人行道","Taishan Dist.","Mingzhi Elementary School","No.324, Sec. 2, Mingzhi Rd. (opposite)","0","1"
"761","1","20150518132855","1","1131","臺北醫院","","36","1","35","臺北醫院
有車1
有空位35","新莊區","20150720182526","42205.452777778","25.043536","121.459772","思源路131號至137號前人行道","Xinzhuang Dist.","Taipei Hospital","No.131 to No.137, Siyuan Rd.","0","1"
"764","1","20150518133624","1","1134","思賢國小","","52","29","23","思賢國小
有車29
有空位23","新莊區","20150720182526","42205.452777778","25.046446","121.457716","福樂街66號對面","Xinzhuang Dist.","Si Xian Elementary School","No.66, Fule St. (opposite)","0","1"
"767","1","20150520094316","1","1137","新海長江路口","","36","6","30","新海長江路口
有車6
有空位30","板橋區","20150720182526","42205.452777778","25.02853","121.457367","長江路一段/新海路","Banqiao Dist.","Xinhai & Changjiang Intersection","Sec. 1, Changjiang Rd./Xinhai Rd.","0","1"
"801","1","20150622122828","1","1168","建福公園","","38","9","28","建福公園
有車9
有空位28","新莊區","20150720182526","42205.452777778","25.027694","121.426685","建福路/建福路49巷","Xinzhuang Dist.","Jianfu Park","Jianfu Rd./Ln. 49, Jianfu Rd.","0","1"
"803","1","20150622123106","1","1170","金城延和路口","","38","8","30","金城延和路口
有車8
有空位30","土城區","20150720182526","42205.452777778","24.989155","121.470454","金城路三段/延和路(土城台電變電站)","Tucheng Dist.","Jincheng & Yanhe Intersection","Sec. 3, Jincheng Rd./Yanhe Rd.","0","1"
"805","1","20150626102803","1","1172","樹林火車站(後站)","","52","4","46","樹林火車站(後站)
有車4
有空位46","樹林區","20150720182526","42205.452777778","24.992553","121.424652","後站街6巷11號對面","Shulin Dist.","Shulin Railway Rear Station","No.11, Ln. 6, Houzhan St. (opposite)","0","1"
"806","1","20150626102957","1","1173","文林國小","","32","13","19","文林國小
有車13
有空位19","樹林區","20150720182526","42205.452777778","24.997856","121.42636","千歲街59號","Shulin Dist.","Wenlin Elementary School","No.59, Qiansui St.","0","1"
"809","1","20150702115843","1","1176","光華公園","","32","9","21","光華公園
有車9
有空位21","樹林區","20150720182526","42205.452777778","25.005412","121.413157","保安街2段259號對面","Shulin Dist.","Guanghua Park","No.259, Sec. 2, Bao’an St. (opposite)","0","1"
"810","1","20150702115939","1","1177","樹林大安活動中心","","36","26","10","樹林大安活動中心
有車26
有空位10","樹林區","20150720182526","42205.452777778","24.986391","121.41477","備前街/復興路372巷口","Shulin Dist.","Shulin Da'an Activity Center","Beiqian St./Ln. 372, Fuxing Rd.","0","1"
"812","1","20150702120121","1","1179","義學國小","","34","4","30","義學國小
有車4
有空位30","泰山區","20150720182526","42205.452777778","25.051762","121.431669","民生路33號對面人行道","Taishan Dist.","Yixue Elementary School","No.33, Minsheng Rd. (opposite)","0","1"
"816","1","20150708180731","1","1183","大安中央路口","","32","13","19","大安中央路口
有車13
有空位19","土城區","20150720182526","42205.452777778","24.965619","121.43261","大安路/中央路三段","Tucheng Dist.","Da'an & Zhongyang Intersection","Da’an Rd./Sec. 3, Zhongyang Rd.","0","1"
"819","1","20150715085921","1","1186","同興公園","","34","1","30","同興公園
有車1
有空位30","泰山區","20150720182526","42205.452777778","25.055188","121.432128","仁義路15號對面","Taishan Dist.","Tongxing Park","No.15, Renyi Rd. (opposite)","2","1"
"820","1","20150715090439","1","1187","新五泰國民運動中心","","30","20","8","新五泰國民運動中心
有車20
有空位8","泰山區","20150720182526","42205.452777778","25.055865","121.434262","全興路214號對面","Taishan Dist.","Xinwutai  Civil Sports Center","No.214, Quanxing Rd. (opposite)","2","1"
"454","1","20131003195156","1","116","福林公園","","44","30","14","福林公園
有車30
有空位14","士林區","20150720182526","42205.452777778","25.096122","121.530215","志成街/中正路(南側)","Shilin Dist.","Fulin Park","Zhicheng St. & Zhongzheng Rd.","0","1"
"476","1","20131226100026","1","138","捷運永春站(2號出口)","","30","5","25","捷運永春站(2號出口)
有車5
有空位25","信義區","20150720182526","42205.452777778","25.040558","121.575372","忠孝東路五段420號旁(東側巷道上)","Xinyi Dist.","MRT Yongchun Sta. (Exit 2)	","No.420, Sec. 5, Zhongxiao E. Rd.","0","1"
"478","1","20131226100222","1","140","捷運大橋頭站(2號出口)","","46","12","32","捷運大橋頭站(2號出口)
有車12
有空位32","大同區","20150720182526","42205.452777778","25.063404","121.512909","民權西路/重慶北路三段(東北側)","Datong Dist.","MRT Daqiaotou Sta. (Exit 2)","Minquan W. Rd./ Sec. 3, Chongqing N. Rd.","0","1"
"649","1","20141125181244","1","194","市民林森路口","","50","23","27","市民林森路口
有車23
有空位27","中山區","20150720182526","42205.452777778","25.047958","121.524388","市民大道二段/林森北路(東北側)","Zhongshan Dist.","Civic Blvd Linsen Intersection","Sec. 2, Civic Blvd./Linsen N. Rd.","0","1"
"723","1","20150323161853","1","1097","板橋國民運動中心","","44","17","27","板橋國民運動中心
有車17
有空位27","板橋區","20150720182526","42205.452777778","25.022235","121.458152","英士路/智樂路","Banqiao Dist.","Banqiao Civil Sports Center","Yingshi Rd./Jhihle Rd.","0","1"
"740","1","20150408153345","1","1113","五福里(五華街)","","52","19","33","五福里(五華街)
有車19
有空位33","三重區","20150720182526","42205.452777778","25.081725","121.493902","五華街64號對面人行道(碧華國中旁)","Sanchong Dist.","Wufu Village (Wuhua St.)","No.64, Wuhua St. (opposite)","0","1"
"747","1","20150421102230","1","1114","同安公園","","40","12","28","同安公園
有車12
有空位28","三重區","20150720182526","42205.452777778","25.05732","121.499067","正義南路/同安東街(正義南路側公園廣場)","Sanchong Dist.","Tong An Park","Zhengyi S. Rd./Tong’an E. St.","0","1"
"742","1","20150408153542","1","1115","中華里(中華路二段)","","38","8","26","中華里(中華路二段)
有車8
有空位26","新莊區","20150720182526","42205.452777778","25.045951","121.453766","中華路2段31號對面","Xinzhuang Dist.","Zhonghua Village (Zhonghua Rd. Sec. 2 )","No.31, Sec. 2, Zhonghua Rd. (opposite)","2","1"
"743","1","20150408153631","1","1116","中華自治街口","","36","21","14","中華自治街口
有車21
有空位14","新莊區","20150720182526","42205.452777778","25.047855","121.453202","中華路2段/自治街口人行道(中港大排東側)","Xinzhuang Dist.","Zhonghua & Zizhi Intersection","Sec. 2, Zhonghua Rd/Zizhi St.","0","1"
"347","1","20000101000000","1","9","松德站","10.250.9.1","40","0","40","松德站
有車0
有空位40","信義區","20150720182526","42205.452777778","25.03159","121.574353","台北市信義區松德路300號","Xinyi Dist.","Songde","No.300, Songde Rd.(32)","0","1"
"380","1","20121128125356","1","42","捷運後山埤站(1號出口)","192.168.4.47","38","15","23","捷運後山埤站(1號出口)
有車15
有空位23","南港區","20150720182526","42205.452777778","25.04431","121.58174","中坡北路/忠孝東路五段(西北側)","Nangang Dist.","MRT Houshanpi Sta.(Exit 1)","The S.W side of Jhongsiao E. Rd. & Jhongpo N. Rd.","0","1"
"384","1","20121128131552","1","46","南港國小","192.168.4.46","44","0","44","南港國小
有車0
有空位44","南港區","20150720182526","42205.452777778","25.05646","121.611027","惠民街/興東街(南側停車場)","Nangang Dist. ","Nangang Elementary School","The opposite of parking lots of exit Singdong St. (Nan-Gang Elementary School)","0","1"
"425","1","20130716195812","1","87","捷運大安站","","58","0","57","捷運大安站
有車0
有空位57","大安區","20150720182526","42205.452777778","25.033078","121.543057","復興南路/信義路三段(西南側)","Daan Dist.","MRT Daan Sta.","The S.W. side of Fuxing S. Rd. & Sec. 3 Xinyi Rd.","0","1"
"569","1","20140703140317","1","167","臺北市立天文館","","50","10","40","臺北市立天文館
有車10
有空位40","士林區","20150720182526","42205.452777778","25.095714","121.518046","基河路363號前","Shilin Dist.","Taipei Astronomical Museum","No.363, Jihe Rd.","0","1"
"620","1","20141030093455","1","170","新東公園","","50","37","12","新東公園
有車37
有空位12","松山區","20150720182526","42205.452777778","25.059245","121.568883","民生東路五段/塔悠路(西南側)","Songshan Dist.","XinDong Park","Sec. 5, Minsheng E. Rd./Tayou Rd.","0","1"
"653","1","20141125191039","1","1042","台北慈濟醫院","","40","2","36","台北慈濟醫院
有車2
有空位36","新店區","20150720182526","42205.452777778","24.985872","121.536887","建國路289號旁空地","Xindian Dist.","Taipei Tzu Chi Hospital","No.289, Jianguo Rd.","0","1"
"680","1","20141216111856","1","1066","雍和科學園區","","44","16","28","雍和科學園區
有車16
有空位28","汐止區","20150720182526","42205.452777778","25.058078","121.626018","南陽街185號","Xizhi Dist.","Taipei Park","No.185, Nanyang St.","0","1"
"716","1","20150309175834","1","1092","頭前國中","","42","16","26","頭前國中
有車16
有空位26","新莊區","20150720182526","42205.452777778","25.054464","121.459318","中原路3至9號對面人行道","Xinzhuang Dist.","Touqian Junior High School","No.3 to No.9 , Zhongyuan Rd. (opposite)","0","1"
"732","1","20150401100026","1","1106","民生公園","","42","7","35","民生公園
有車7
有空位35","板橋區","20150720182526","42205.452777778","25.013087","121.475894","民生路一段/民生路一段30巷","Banqiao Dist.","Minsheng Park","Sec. 1, Minsheng Rd./Ln. 30, Sec. 1, Minsheng Rd.","0","1"
"737","1","20150408152907","1","1110","板橋戶政事務所","","44","14","30","板橋戶政事務所
有車14
有空位30","板橋區","20150720182526","42205.452777778","25.012839","121.456308","中正路6號前人行道","Banqiao Dist.","Banqiao District Household Registration Office","No.6, Zhongzheng Rd.","0","1"
"738","1","20150408153135","1","1111","板橋和平公園","","40","36","4","板橋和平公園
有車36
有空位4","板橋區","20150720182526","42205.452777778","24.997679","121.464326","重慶路355號前廣場","Banqiao Dist.","Banqiao Heping Park","No.355, Chongqing Rd.","0","1"
"739","1","20150408153236","1","1112","碧華公園","","28","1","27","碧華公園
有車1
有空位27","三重區","20150720182526","42205.452777778","25.083741","121.487491","溪尾街303號(對面公園)","Sanchong Dist.","Bihua Park","No.303, Xiwei St. (opposite)","0","1"
"410","1","20130516184920","1","72","新生長安路口","","42","19","23","新生長安路口
有車19
有空位23","中山區","20150720182526","42205.452777778","25.048611","121.529346","新生北路一段/長安東路二段交叉口(北側)","Zhongshan Dist.","Xinsheng & Changan Intersection","The intersection of Sec. 1, Xinsheng N. Rd. & Sec. 2, Chang’an E. Rd.","0","1"
"411","1","20130516185058","1","73","酒泉延平路口","","32","4","28","酒泉延平路口
有車4
有空位28","大同區","20150720182526","42205.452777778","25.072228","121.510195","延平北路四段/酒泉街(西北側)","Datong Dist.","Jiuquan & Yanping Intersection","The N.W. side of Sec. 4, Yanping N. Rd. & Jiuquan St.","0","1"
"412","1","20130523181138","1","74","信義連雲街口","","40","22","18","信義連雲街口
有車22
有空位18","中正區","20150720182526","42205.452777778","25.033817","121.530547","信義路二段/連雲街(東北側)","Zhongzheng Dist.","Xinyi & Lianyun Intersection","The N.S. side of Lianyun St. & Sec. 2, Xinyi Rd.","0","1"
"606","1","20141028181755","1","1025","文化白雲公園","","76","8","63","文化白雲公園
有車8
有空位63","汐止區","20150720182526","42205.452777778","25.056875","121.655207","水源路二段42號訖水源路二段68號","Xizhi Dist.","Wenhua-Baiyun Park","No.42 to No.68, Sec. 2, Shuiyuan Rd.","0","1"
"607","1","20141028182844","1","1026","秀山國小","","62","13","42","秀山國小
有車13
有空位42","中和區","20150720182526","42205.452777778","24.996151","121.521988","更生街/自立路(西南側)","Zhonghe Dist.","Xiushan Elementary School","Gengsheng St./Zili Rd.","0","1"
"608","1","20141028183310","1","1027","捷運永安市場站","","72","32","40","捷運永安市場站
有車32
有空位40","中和區","20150720182526","42205.452777778","25.001013","121.511588","中安街/中和路378巷(東南側)","Zhonghe Dist.","MRT Yongan Market Sta.","Zhong’an St./Ln. 378, Zhonghe Rd.","0","1"
"609","1","20141028183447","1","1028","福和國中","","66","11","49","福和國中
有車11
有空位49","永和區","20150720182526","42205.452777778","25.005952","121.52093","永貞路/永亨路(東南側)","Yonghe Dist.","Fuhe Junior High School","Yongzhen Rd./Yongheng Rd.","2","1"
"611","1","20141028183811","1","1030","中和公園","","46","34","12","中和公園
有車34
有空位12","中和區","20150720182526","42205.452777778","25.000726","121.51435","安樂路/得和路(西南側)","Zhonghe Dist.","Zhonghe Park","Anle Rd./Dehe Rd.","0","1"
"656","1","20141125191949","1","1045","崇光女中","","36","12","20","崇光女中
有車12
有空位20","新店區","20150720182526","42205.452777778","24.972127","121.539554","三民路14號至三民路18號","Xindian Dist.","Our Lady of Providence Girls' High School","No.14 to No.18, Sanmin Rd.","0","1"
"725","1","20150323162542","1","1099","捷運江子翠站(3號出口)","","44","1","43","捷運江子翠站(3號出口)
有車1
有空位43","板橋區","20150720182526","42205.452777778","25.029729","121.472359","文化路二段/雙十路二段","Banqiao Dist.","MRT Jiangzicui Sta.(Exit 3)","Sec. 2, Wenhua Rd./Sec. 2, Shuangshi Rd.","0","1"
"726","1","20150323163041","1","1100","音樂公園","","48","21","26","音樂公園
有車21
有空位26","板橋區","20150720182526","42205.452777778","25.028631","121.48046","大同街97號對面公園人行道","Banqiao Dist.","Yinyue Park","No.97, Datong St.","0","1"
"727","1","20150323164300","1","1101","捷運七張站(1號出口)","","42","2","40","捷運七張站(1號出口)
有車2
有空位40","新店區","20150720182526","42205.452777778","24.974996","121.542767","北新路二段/北新路二段121巷","Xindian Dist.","MRT Qizhang Sta. (Exit 1)","Sec. 2, Beixin Rd./Ln. 121, Sec. 2, Beixin Rd.","0","1"
"728","1","20150323164451","1","1102","北新國小","","44","25","18","北新國小
有車25
有空位18","新店區","20150720182526","42205.452777778","24.974233","121.544428","寶橋路8號前人行道","Xindian Dist.","BeiXin Elementary School","No.8, Baoqiao Rd.","1","1"
"729","1","20150401094903","1","1103","捷運新埔站(2號出口)","","22","14","8","捷運新埔站(2號出口)
有車14
有空位8","板橋區","20150720182526","42205.452777778","25.022095","121.467598","文化路一段318號旁廣場","Banqiao Dist.","MRT Xinpu Sta.(Exit.2)","No.318, Sec. 1, Wenhua Rd.","0","1"
"406","1","20130507092136","1","68","國興青年路口","192.168.4.71","36","30","6","國興青年路口
有車30
有空位6","萬華區","20150720182526","42205.452777778","25.025865","121.506536","國興路/青年路(西南側)","Wanhua Dist.","Guoxing & Qingnian Intersection","The S.W. side of Guoxing Rd. & Qingnian Rd.","0","1"
"453","1","20131003194227","1","115","臺北轉運站","","68","31","37","臺北轉運站
有車31
有空位37","中正區","20150720182526","42205.452777778","25.048222","121.520526","中山北路一段/市民大道一段(西北側)","Zhongzheng Dist.","Taipei Bus Sta.","Sec. 1, Zhongshan N. Rd. & Sec. 1, Civic Blvd.","0","1"
"466","1","20131114093852","1","128","成功國宅","","36","22","13","成功國宅
有車22
有空位13","大安區","20150720182526","42205.452777778","25.026808","121.546726","四維路198巷/和平東路三段1巷","Daan Dist.","Chengong Public Housing","Ln. 198, Siwei Rd./Ln. 1, Sec. 3, Heping E. Rd","1","1"
"469","1","20131127115629","1","131","洲子二號公園","","34","28","6","洲子二號公園
有車28
有空位6","內湖區","20150720182526","42205.452777778","25.079322","121.568688","瑞光路500號對面","Neihu Dist.","Zhouzhi Park No.2","Opposite to the parking space No.500, Ruiguang Rd.","0","1"
"625","1","20141030094423","1","175","捷運南京復興站(5號出口)","","52","2","50","捷運南京復興站(5號出口)
有車2
有空位50","松山區","20150720182526","42205.452777778","25.051618","121.544847","南京東路三段/南京東路三段256巷(東南側)","Songshan Dist.","MRT Nanjing Fuxing Sta. (Exit 5)","Sec. 3, Nanjing E. Rd./Ln. 256, Sec. 3, Nanjing E. Rd.","0","1"
"744","1","20150410145339","1","1117","捷運府中站(3號出口)","","42","14","28","捷運府中站(3號出口)
有車14
有空位28","板橋區","20150720182526","42205.452777778","25.008999","121.458776","府中路31號至53號對面","Banqiao Dist.","MRT Fuzhong Sta.(Exit.3)","","0","1"
"745","1","20150410145442","1","1118","捷運亞東醫院站(2號出口)","","52","33","19","捷運亞東醫院站(2號出口)
有車33
有空位19","板橋區","20150720182526","42205.452777778","24.99783","121.452315","南雅南路二段122-23號‎前人行道","Banqiao Dist.","MRT Far Eastern Hospital Sta.(Exit.2)","No.122-23, Sec. 2, Nanya S. Rd.","0","1"
"746","1","20150410145627","1","1119","新泰公園","","42","2","40","新泰公園
有車2
有空位40","新莊區","20150720182526","42205.452777778","25.0372","121.444946","建中街116巷/建中街116巷3弄","Xinzhuang Dist.","Xintai Park","Ln. 116, Jianzhong St./Aly. 3, Ln. 116, Jianzhong St.","0","1"
"748","1","20150421102540","1","1120","上林里(環河東路一段)","","38","24","11","上林里(環河東路一段)
有車24
有空位11","永和區","20150720182526","42205.452777778","25.014999","121.520951","環河東路一段/竹林路75巷25弄","Yonghe Dist.","Shanglin Village (Huanhe E. Rd. Sec. 1 )","Sec. 1, Huanhe E. Rd./Aly. 25, Ln. 75, Zhulin Rd.","2","1"
"749","1","20150421102836","1","1121","進安公園","","34","3","30","進安公園
有車3
有空位30","三重區","20150720182526","42205.452777778","25.086031","121.493774","仁義街258號至290號","Sanchong Dist.","Jinan Park","No.258 to No.290, Renyi St.","0","1"
"599","1","20141021133927","1","1019","仁愛廣場","","50","26","23","仁愛廣場
有車26
有空位23","蘆洲區","20150720182526","42205.452777778","25.090565","121.471621","民權路139號旁","Luzhou Dist.","Renai Square","No.139, Minquan Rd.","0","1"
